"","plot","par","date"
"140",11,0.948717948717949,2022-07-15
"141",2459,0.923382519863791,2022-04-05
"142",11,0.949241540256709,2022-05-06
"143",2401,0.930778032036613,2022-06-09
"144",2401,0.929183323814963,2022-06-09
"145",2402,0.957058823529412,2022-06-09
"146",2402,0.959316037735849,2022-07-15
"147",11,0.987249544626594,2022-08-05
"148",13,0.939341421143847,2022-07-15
"149",2459,0.951405152224824,2022-07-15
"150",12,0.932183908045977,2022-06-09
"151",2461,0.963161021984551,2022-04-05
"152",2458,0.944638694638695,2022-04-05
"153",12,0.940800928612885,2022-06-09
"154",2402,0.967761194029851,2022-07-15
"155",13,0.955188679245283,2022-05-06
"156",2404,0.946814728229106,2022-06-09
"157",14,0.935260115606936,2022-02-17
"158",2401,0.940151074956421,2022-04-05
"159",2401,0.932564841498559,2022-06-09
"160",13,0.937935034802784,2022-05-06
"161",2401,0.97524154589372,2022-08-05
"162",2404,0.946596244131455,2022-08-05
"163",11,0.92692750287687,2022-06-09
"164",2459,0.927953890489914,2022-05-06
"165",2405,0.944281524926686,2022-07-15
"166",15,0.937099592312172,2022-06-09
"167",2401,0.933255948926291,2022-07-15
"168",2459,0.942521994134897,2022-04-05
"169",13,0.916714204221335,2022-06-09
"170",2401,0.94526191877575,2022-05-06
"171",11,0.910947249007374,2022-06-09
"172",2460,0.930974477958237,2022-05-06
"173",15,0.939589442815249,2022-06-09
"174",2405,0.923342939481268,2022-06-09
"175",13,0.928695652173913,2022-07-15
"176",15,0.935710111046172,2022-05-06
"177",2404,0.941730429664508,2022-06-09
"178",11,0.934579439252336,2022-07-15
"179",12,0.906976744186046,2022-06-09
"180",15,0.916284403669725,2022-06-09
"181",2462,0.92530399536769,2022-06-09
"182",2458,0.891243725599554,2022-08-05
"183",2401,0.937243401759531,2022-07-15
"184",2405,0.921965317919075,2022-05-06
"185",11,0.931618936294565,2022-04-05
"186",12,0.953836930455635,2022-05-06
"187",2458,0.923300406740267,2022-05-06
"188",11,0.910601719197708,2022-06-09
"189",2405,0.91946697566628,2022-05-06
"190",12,0.945768772348033,2022-05-06
"191",14,0.937389249852333,2022-07-15
"192",2461,0.930123311802701,2022-07-15
"193",14,0.905963302752294,2022-02-17
"194",2460,0.928319623971798,2022-06-09
"195",2403,0.936573799644339,2022-07-15
"196",2459,0.927144535840188,2022-04-05
"197",11,0.900628212450029,2022-06-09
"198",2462,0.902690326273612,2022-06-09
"199",2402,0.964525993883792,2022-06-09
"200",2459,0.92379835873388,2022-04-05
"201",2405,0.920514319111631,2022-05-06
"202",11,0.913573085846868,2022-07-15
"203",2461,0.92692987625221,2022-02-17
"204",2460,0.905529953917051,2022-02-17
"205",2460,0.908145580589255,2022-05-06
"206",2461,0.909196067090804,2022-07-15
"207",2458,0.910672853828306,2022-07-15
"208",11,0.922804949911609,2022-08-05
"209",2404,0.919858573954037,2022-07-15
"210",2459,0.894495412844037,2022-05-06
"211",13,0.912280701754386,2022-05-06
"212",2460,0.914419695193435,2022-06-09
"213",12,0.899653979238754,2022-07-15
"214",2459,0.839439655172414,2022-08-05
"215",11,0.912712360867018,2022-07-15
"216",2460,0.896829971181556,2022-02-17
"217",11,0.922894424673784,2022-05-06
"218",13,0.904595695171611,2022-05-06
"219",2458,0.90139211136891,2022-07-15
"220",11,0.960371517027864,2022-08-05
"221",2401,0.918790752815649,2022-05-06
"222",12,0.895953757225434,2022-05-06
"223",2462,0.88704128440367,2022-06-09
"224",2462,0.913762551683402,2022-07-15
"225",2461,0.891844997108155,2022-06-09
"226",2458,0.894370284387696,2022-07-15
"227",11,0.902639296187683,2022-05-06
"228",14,0.893666472980825,2022-02-17
"229",11,0.926461723930078,2022-02-17
"230",15,0.900410076157001,2022-07-15
"231",12,0.888824551244933,2022-07-15
"232",2460,0.886192952050838,2022-02-17
"233",14,0.896028037383178,2022-07-15
"234",2403,0.909792284866469,2022-06-09
"235",14,0.8689733408962,2022-06-09
"236",15,0.895601173020528,2022-05-06
"237",15,0.887790697674419,2022-05-06
"238",14,0.889277389277389,2022-02-17
"239",2405,0.895539906103286,2022-04-05
"240",2462,0.91044776119403,2022-05-06
"241",2458,0.879838243789717,2022-02-17
"242",2461,0.88546511627907,2022-07-15
"243",2461,0.880138969310944,2022-05-06
"244",12,0.880579710144928,2022-06-09
"245",2459,0.866933181039406,2022-02-17
"246",2403,0.877752027809965,2022-06-09
"247",12,0.952800503461296,2022-08-05
"248",14,0.987589810581319,2022-08-05
"249",12,0.866819747416762,2022-02-17
"250",2403,0.905048076923077,2022-02-17
"251",2460,0.86,2022-02-17
"252",2403,0.887382075471698,2022-06-09
"253",12,0.862801377726751,2022-02-17
"254",2404,0.862801377726751,2022-02-17
"255",11,0.848194130925508,2022-08-05
"256",2405,0.865129682997118,2022-02-17
"257",2405,0.891859774212715,2022-07-15
"258",15,0.87719298245614,2022-07-15
"259",14,0.859518348623853,2022-06-09
"260",2460,0.906836055656382,2022-07-15
"261",2462,0.865317919075145,2022-02-17
"262",2405,0.91840490797546,2022-07-15
"263",13,0.862247838616715,2022-07-15
"264",2460,0.861095100864553,2022-02-17
"265",2402,0.861014994232987,2022-02-17
"266",15,0.867518884369553,2022-07-15
"267",2401,0.881796690307329,2022-02-17
"268",2458,0.883817427385892,2022-07-15
"269",2401,0.86453488372093,2022-05-06
"270",2461,0.866045428072219,2022-07-15
"271",2459,0.848571428571429,2022-06-09
"272",2458,0.854430379746835,2022-06-09
"273",2404,0.979551451187335,2022-08-05
"274",2404,0.860289855072464,2022-07-15
"275",2458,0.858217592592593,2022-06-09
"276",2458,0.865575686732905,2022-02-17
"277",11,0.880952380952381,2022-05-06
"278",2402,0.84020618556701,2022-05-06
"279",15,0.842619184376795,2022-07-15
"280",2405,0.847976878612717,2022-07-15
"281",15,0.989203778677463,2022-08-05
"282",2401,0.870392390011891,2022-08-05
"283",2404,0.877098321342926,2022-07-15
"284",2462,0.810870770937327,2022-08-05
"285",15,0.99591280653951,2022-08-05
"286",2402,0.855386416861827,2022-04-05
"287",14,0.969475779694758,2022-08-05
"288",2459,0.838598506605399,2022-02-17
"289",2401,0.836593785960875,2022-05-06
"290",2403,0.865315852205006,2022-02-17
"291",2458,0.84369552585706,2022-05-06
"292",2404,0.986403806934058,2022-08-05
"293",12,0.819209039548023,2022-07-15
"294",12,0.846288720046756,2022-02-17
"295",11,0.838260869565217,2022-02-17
"296",2401,0.824401368301026,2022-04-05
"297",2404,0.829408385985066,2022-02-17
"298",13,0.992429456297316,2022-08-05
"299",2401,0.839836924868957,2022-07-15
"300",2459,0.842197545295149,2022-07-15
"301",2401,0.867992766726944,2022-02-17
"302",2462,0.836141778036026,2022-02-17
"303",2458,0.807519640852974,2022-08-05
"304",12,0.925353925353925,2022-08-05
"305",2462,0.822821100917431,2022-02-17
"306",12,0.811898016997167,2022-06-09
"307",2402,0.840281855549031,2022-04-05
"308",2403,0.85688622754491,2022-07-15
"309",14,0.820218265364733,2022-02-17
"310",14,0.824480369515012,2022-04-05
"311",2459,0.815684029765312,2022-06-09
"312",14,0.816303099885189,2022-04-05
"313",2405,0.821387283236994,2022-02-17
"314",2402,0.825101685066822,2022-02-17
"315",14,0.818443804034582,2022-04-05
"316",2461,0.854731766124171,2022-02-17
"317",2402,0.827058823529412,2022-04-05
"318",2404,0.821114369501466,2022-02-17
"319",2458,0.85995085995086,2022-02-17
"320",12,0.914435009797518,2022-08-05
"321",2460,0.814577259475219,2022-07-15
"322",2405,0.802540415704388,2022-02-17
"323",2458,0.794622425629291,2022-06-09
"324",12,0.810052600818235,2022-02-17
"325",13,0.790285714285714,2022-02-17
"326",12,0.921385742838108,2022-08-05
"327",2405,0.834340991535671,2022-02-17
"328",2403,0.788538681948424,2022-02-17
"329",14,0.781890660592255,2022-06-09
"330",2404,0.797556719022688,2022-04-05
"331",2461,0.801169590643275,2022-05-06
"332",14,0.813056379821958,2022-05-06
"333",12,0.909454061251665,2022-08-05
"334",2404,0.850718301061836,2022-07-15
"335",2402,0.800353356890459,2022-04-05
"336",2458,0.776368876080692,2022-06-09
"337",12,0.795966785290629,2022-07-15
"338",15,0.933147632311978,2022-08-05
"339",2462,0.793942992874109,2022-02-17
"340",13,0.97733918128655,2022-08-05
"341",2404,0.765859284890427,2022-05-06
"342",12,0.786729857819905,2022-05-06
"343",2460,0.772462077012835,2022-07-15
"344",2461,0.772352941176471,2022-02-17
"345",13,0.925847457627119,2022-08-05
"346",14,0.771513353115727,2022-05-06
"347",2462,0.761290322580645,2022-07-15
"348",2404,0.756268221574344,2022-06-09
"349",2403,0.753648569760654,2022-05-06
"350",2403,0.87212449255751,2022-08-05
"351",2461,0.75219170075979,2022-07-15
"352",2459,0.75219170075979,2022-07-15
"353",15,0.746806039488966,2022-02-17
"354",13,1,2022-08-05
"355",11,0.75886524822695,2022-02-17
"356",2403,1.46330275229358,2022-08-05
"357",2403,0.749852854620365,2022-04-05
"358",2404,0.743424897720631,2022-02-17
"359",15,0.977675134719015,2022-08-05
"360",2403,1.39053905390539,2022-08-05
"361",2403,0.720068415051311,2022-02-17
"362",2403,0.747630331753555,2022-07-15
"363",13,0.722543352601156,2022-05-06
"364",13,0.719308357348703,2022-02-17
"365",13,0.714695752009185,2022-02-17
"366",14,0.714861751152074,2022-04-05
"367",2461,0.968701095461659,2022-08-05
"368",2458,0.725778038755138,2022-07-15
"369",12,0.72046783625731,2022-02-17
"370",15,0.866291344123856,2022-08-05
"371",2405,0.711393869288606,2022-05-06
"372",2459,0.727164887307236,2022-07-15
"373",2402,0.697940503432494,2022-02-17
"374",15,0.697874784606548,2022-02-17
"375",2404,0.702312138728324,2022-06-09
"376",13,0.811623246492986,2022-08-05
"377",14,0.769474350854972,2022-08-05
"378",2460,0.698843930635838,2022-05-06
"379",2402,0.693854106835152,2022-02-17
"380",2403,0.708504398826979,2022-06-09
"381",2459,0.699884125144844,2022-07-15
"382",2459,0.69164265129683,2022-02-17
"383",14,0.796407185628742,2022-08-05
"384",2403,0.690132717830352,2022-05-06
"385",2403,0.698943661971831,2022-05-06
"386",2460,0.878066914498141,2022-08-05
"387",2460,0.690866510538642,2022-06-09
"388",2461,0.890068233510235,2022-08-05
"389",2404,0.687830687830688,2022-05-06
"390",2461,0.889057750759878,2022-08-05
"391",15,0.671494785631518,2022-02-17
"392",2459,0.665709362435382,2022-02-17
"393",2404,0.661123853211009,2022-02-17
"394",13,0.676850763807286,2022-02-17
"395",2402,0.661654135338346,2022-02-17
"396",14,0.653119633657699,2022-07-15
"397",2460,0.889584964761159,2022-08-05
"398",15,0.656377402446127,2022-02-17
"399",2459,0.637714285714286,2022-02-17
"400",2461,0.641868512110727,2022-06-09
"401",15,0.648743424897721,2022-02-17
"402",2461,0.675123762376238,2022-02-17
"403",14,0.700772200772201,2022-08-05
"404",14,0.610294117647059,2022-06-09
"405",2461,0.964769647696477,2022-08-05
"406",11,0.631360946745562,2022-02-17
"407",14,0.621858562244302,2022-07-15
"408",2460,0.895181741335587,2022-08-05
"409",2404,0.619354838709677,2022-04-05
"410",2458,0.622340425531915,2022-02-17
"411",14,0.638855054811206,2022-07-15
"412",2404,0.657760814249364,2022-08-05
"413",11,0.59906487434249,2022-02-17
"414",2460,0.813450760608487,2022-08-05
"415",2458,0.585887796414112,2022-02-17
"416",2460,0.613885505481121,2022-07-15
"417",2402,0.999000999000999,2022-08-05
"418",2402,0.923933209647495,2022-08-05
"419",2402,0.916512059369202,2022-08-05
"420",2402,0.927631578947368,2022-08-05
"421",13,0.567723342939481,2022-02-17
"422",2403,0.554223744292237,2022-02-17
"423",14,0.561260210035006,2022-05-06
"424",2460,0.567711413364873,2022-05-06
"425",2402,0.879816513761468,2022-08-05
"426",11,0.539421440726035,2022-06-09
"427",2461,0.536231884057971,2022-04-05
"428",2460,0.534104046242775,2022-06-09
"429",2461,0.633333333333333,2022-08-05
"430",2404,0.576679340937896,2022-08-05
"431",2462,0.522267206477733,2022-02-17
"432",2405,0.522727272727273,2022-02-17
"433",2401,0.517101449275362,2022-02-17
"434",2460,0.700411522633745,2022-08-05
"435",14,0.483094555873926,2022-06-09
"436",2403,0.573519163763066,2022-08-05
"437",2403,0.57007299270073,2022-08-05
"438",2403,0.4589774078478,2022-07-15
"439",2461,0.423627684964201,2022-02-17
"440",14,0.416178194607268,2022-05-06
"441",2460,0.38281706604325,2022-05-06
"442",2401,0.376954255935148,2022-02-17
"443",14,0.337995337995338,2022-05-06
"444",2401,0.314352120859965,2022-02-17
"445",11,0.0906976744186047,2022-05-06
"446",15,0.81201044386423,2022-09-08
"447",15,0.855329949238579,2022-09-08
"448",15,0.953883495145631,2022-09-08
"449",15,0.914285714285714,2022-09-08
"450",15,0.935483870967742,2022-09-08
"451",14,0.83710407239819,2022-09-08
"452",14,0.644295302013423,2022-09-08
"453",14,0.717156105100464,2022-09-08
"454",14,0.720735785953177,2022-09-08
"455",14,0.795332136445242,2022-09-08
"456",13,0.931985294117647,2022-09-08
"457",13,0.977485928705441,2022-09-08
"458",13,0.936823104693141,2022-09-08
"459",13,0.908582089552239,2022-09-08
"460",13,0.825242718446602,2022-09-08
"461",12,0.896969696969697,2022-09-08
"462",12,0.83402489626556,2022-09-08
"463",12,0.90752688172043,2022-09-08
"464",12,0.847780126849894,2022-09-08
"465",12,0.859872611464968,2022-09-08
"466",11,0.637744034707158,2022-09-08
"467",11,0.897959183673469,2022-09-08
"468",11,0.895196506550218,2022-09-08
"469",11,0.866255144032922,2022-09-08
"470",11,0.981220657276995,2022-09-08
"471",2405,0.817102137767221,2022-09-08
"472",2405,0.918072289156627,2022-09-08
"473",2405,0.893719806763285,2022-09-08
"474",2405,0.922705314009662,2022-09-08
"475",2405,0.887828162291169,2022-09-08
"476",2459,0.954326923076923,2022-09-08
"477",2459,0.921241050119332,2022-09-08
"478",2459,0.844497607655502,2022-09-08
"479",2459,0.792941176470588,2022-09-08
"480",2459,0.857142857142857,2022-09-08
"481",2401,0.956185567010309,2022-09-08
"482",2401,0.877659574468085,2022-09-08
"483",2401,0.942307692307692,2022-09-08
"484",2401,0.868131868131868,2022-09-08
"485",2401,0.853868194842407,2022-09-08
"486",2462,0.700581395348837,2022-09-08
"487",2462,0.8,2022-09-08
"488",2462,0.777126099706745,2022-09-08
"489",2462,0.791304347826087,2022-09-08
"490",2462,0.763380281690141,2022-09-08
"491",2458,0.568922305764411,2022-09-08
"492",2458,0.790523690773067,2022-09-08
"493",2458,0.838028169014085,2022-09-08
"494",2458,0.804545454545455,2022-09-08
"495",2458,0.850549450549451,2022-09-08
"496",2461,0.81505376344086,2022-09-08
"497",2461,0.810457516339869,2022-09-08
"498",2461,0.817982456140351,2022-09-08
"499",2461,0.708888888888889,2022-09-08
"500",2461,0.78125,2022-09-08
"501",2404,0.574235807860262,2022-09-08
"502",2404,0.577777777777778,2022-09-08
"503",2404,0.753812636165577,2022-09-08
"504",2404,0.803879310344828,2022-09-08
"505",2404,0.829004329004329,2022-09-08
"506",2402,0.817787418655098,2022-09-08
"507",2402,0.86304347826087,2022-09-08
"508",2402,0.851612903225806,2022-09-08
"509",2402,0.858695652173913,2022-09-08
"510",2402,0.875816993464052,2022-09-08
"511",2403,0.7847533632287,2022-09-08
"512",2403,0.732584269662921,2022-09-08
"513",2403,0.715909090909091,2022-09-08
"514",2403,0.723897911832947,2022-09-08
"515",2403,0.84,2022-09-08
"516",2460,0.611650485436893,2022-09-08
"517",2460,0.801526717557252,2022-09-08
"518",2460,0.52319587628866,2022-09-08
"519",2460,0.646900269541779,2022-09-08
"520",2460,0.463414634146341,2022-09-08
"521",2403,0.80011655011655,2022-10-19
"522",2403,0.912200684150513,2022-10-19
"523",2403,0.778550724637681,2022-10-19
"524",2403,0.66984505363528,2022-10-19
"525",2403,0.609518348623853,2022-10-19
"526",2460,0.740289855072464,2022-10-19
"527",2460,0.791425260718424,2022-10-19
"528",2460,0.693889541715629,2022-10-19
"529",2460,0.486931818181818,2022-10-19
"530",2460,0.805365296803653,2022-10-19
"531",2402,0.803048065650645,2022-10-19
"532",2402,0.85632183908046,2022-10-19
"533",2402,0.888245512449334,2022-10-19
"534",2402,0.862009237875289,2022-10-19
"535",2402,0.735967926689576,2022-10-19
"536",2404,0.767958950969213,2022-10-19
"537",2404,0.78265963678969,2022-10-19
"538",2404,0.905813953488372,2022-10-19
"539",2404,0.452054794520548,2022-10-19
"540",2404,0.37098623853211,2022-10-19
"541",2461,0.823831242873432,2022-10-19
"542",2461,0.810285714285714,2022-10-19
"543",2461,0.822660098522167,2022-10-19
"544",2461,0.781492537313433,2022-10-19
"545",2461,0.835144927536232,2022-10-19
"546",2458,0.851113716295428,2022-10-19
"547",2458,0.777521613832853,2022-10-19
"548",2458,0.868804664723032,2022-10-19
"549",2458,0.860352155434123,2022-10-19
"550",2458,0.818181818181818,2022-10-19
"551",2462,0.939840392879067,2022-10-19
"552",2462,0.827586206896552,2022-10-19
"553",2462,0.913247362250879,2022-10-19
"554",2462,0.860635696821516,2022-10-19
"555",2462,0.940527283874923,2022-10-19
"556",2401,0.929970326409496,2022-10-19
"557",2401,0.942501481920569,2022-10-19
"558",2401,0.925256178420735,2022-10-19
"559",2401,0.904817861339601,2022-10-19
"560",2401,0.918367346938776,2022-10-19
"561",2459,0.879876160990712,2022-10-19
"562",2459,0.742070616397367,2022-10-19
"563",2459,0.948339483394834,2022-10-19
"564",2459,0.962135319677219,2022-10-19
"565",2459,0.817116060961313,2022-10-19
"566",2405,0.907542579075426,2022-10-19
"567",2405,0.903525046382189,2022-10-19
"568",2405,0.895121951219512,2022-10-19
"569",2405,0.890898131404461,2022-10-19
"570",2405,0.909363745498199,2022-10-19
"571",11,0.941958887545345,2022-10-19
"572",11,0.943728018757327,2022-10-19
"573",11,0.921708185053381,2022-10-19
"574",11,0.929834905660377,2022-10-19
"575",11,0.925745587340231,2022-10-19
"576",12,0.84272997032641,2022-10-19
"577",12,0.985889570552147,2022-10-19
"578",12,0.993369499698614,2022-10-19
"579",12,0.907628128724672,2022-10-19
"580",12,0.990925589836661,2022-10-19
"581",13,0.894522144522145,2022-10-19
"582",13,1.00185873605948,2022-10-19
"583",13,0.902061855670103,2022-10-19
"584",13,0.937075879086983,2022-10-19
"585",13,0.903768115942029,2022-10-19
"586",14,0.870066788099575,2022-10-19
"587",14,0.591319052987599,2022-10-19
"588",14,0.866345574954846,2022-10-19
"589",14,0.814948764315853,2022-10-19
"590",14,0.845410628019324,2022-10-19
"591",15,0.954938271604938,2022-10-19
"592",15,0.938294010889292,2022-10-19
"593",15,0.958407605466429,2022-10-19
"594",15,0.998150431565968,2022-10-19
"595",15,0.771939953810624,2022-10-19
"596",2460,NA,2022-11-21
"597",2460,NA,2022-11-21
"598",2460,NA,2022-11-21
"599",2460,NA,2022-11-21
"600",2460,NA,2022-11-21
"601",2403,NA,2022-11-21
"602",2403,NA,2022-11-21
"603",2403,NA,2022-11-21
"604",2403,NA,2022-11-21
"605",2403,NA,2022-11-21
"606",2402,NA,2022-11-21
"607",2402,NA,2022-11-21
"608",2402,NA,2022-11-21
"609",2402,NA,2022-11-21
"610",2402,NA,2022-11-21
"611",2404,NA,2022-11-21
"612",2404,NA,2022-11-21
"613",2404,NA,2022-11-21
"614",2404,NA,2022-11-21
"615",2404,NA,2022-11-21
"616",2461,NA,2022-11-21
"617",2461,NA,2022-11-21
"618",2461,NA,2022-11-21
"619",2461,NA,2022-11-21
"620",2461,NA,2022-11-21
"621",2458,NA,2022-11-21
"622",2458,NA,2022-11-21
"623",2458,NA,2022-11-21
"624",2458,NA,2022-11-21
"625",2458,NA,2022-11-21
"626",2462,NA,2022-11-21
"627",2462,NA,2022-11-21
"628",2462,NA,2022-11-21
"629",2462,NA,2022-11-21
"630",2462,NA,2022-11-21
"631",2401,NA,2022-11-21
"632",2401,NA,2022-11-21
"633",2401,NA,2022-11-21
"634",2401,NA,2022-11-21
"635",2401,NA,2022-11-21
"636",11,NA,2022-11-21
"637",11,NA,2022-11-21
"638",11,NA,2022-11-21
"639",11,NA,2022-11-21
"640",11,NA,2022-11-21
"641",12,NA,2022-11-21
"642",12,NA,2022-11-21
"643",12,NA,2022-11-21
"644",12,NA,2022-11-21
"645",12,NA,2022-11-21
"646",13,NA,2022-11-21
"647",13,NA,2022-11-21
"648",13,NA,2022-11-21
"649",13,NA,2022-11-21
"650",13,NA,2022-11-21
"651",14,NA,2022-11-21
"652",14,NA,2022-11-21
"653",14,NA,2022-11-21
"654",14,NA,2022-11-21
"655",14,NA,2022-11-21
"656",15,NA,2022-11-21
"657",15,NA,2022-11-21
"658",15,NA,2022-11-21
"659",15,NA,2022-11-21
"660",15,NA,2022-11-21
"661",2405,NA,2022-11-21
"662",2405,NA,2022-11-21
"663",2405,NA,2022-11-21
"664",2405,NA,2022-11-21
"665",2405,NA,2022-11-21
"666",2459,NA,2022-11-21
"667",2459,NA,2022-11-21
"668",2459,NA,2022-11-21
"669",2459,NA,2022-11-21
"670",2459,NA,2022-11-21
"671",2460,0.49277528649726,2023-05-17
"672",2460,0.59278111985192,2023-05-17
"673",2460,0.63719806763285,2023-05-17
"674",2460,0.134080936128718,2023-05-17
"675",2460,0.222760290556901,2023-05-17
"676",2403,0.47557003257329,2023-05-17
"677",2403,0.647786768205616,2023-05-17
"678",2403,0.758204633204633,2023-05-17
"679",2403,0.531589338598223,2023-05-17
"680",2403,0.687557603686636,2023-05-17
"681",2461,0.825790754257907,2023-05-17
"682",2461,0.473218444340941,2023-05-17
"683",2461,0.919867235656709,2023-05-17
"684",2461,0.891917293233083,2023-05-17
"685",2461,0.71596796985398,2023-05-17
"686",2458,0.807090239410681,2023-05-17
"687",2458,0.514712751050911,2023-05-17
"688",2458,0.700564971751412,2023-05-17
"689",2458,0.876901798063624,2023-05-17
"690",2458,0.863501483679525,2023-05-17
"691",2462,0.664448669201521,2023-05-17
"692",2462,0.686079545454545,2023-05-17
"693",2462,0.789449329014345,2023-05-17
"694",2462,0.848945561549779,2023-05-17
